MSE,MAE,R2
9.673537462184152,2.5454047326112814,-4.5152282474481e-05
9.15539125949709,2.4761726583108308,0.053520526270629754
8.580666604335693,2.3743989752101915,0.11293525511601743
6.426910575881323,1.9117843153596132,0.3355894065962597
